SessionFile,PlayerID,Person,Label,CheatType,RuleScore,RuleFlags,RulePred,RF_Probability,MLPred
session_2026-08-13_12-23-24.csv,Jacins-PC-6F2FC02F43,Jacin,0,,25.0,ON_TARGET_RATIO (78.6% der Schuesse auf ein Ziel gerichtet),0,0.0622631913314072,0
session_2026-08-13_12-23-24.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (80.0% der Schuesse auf ein Ziel gerichtet),0,0.1206852877367249,0
session_2026-08-13_12-23-24.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (82.9% der Schuesse auf ein Ziel gerichtet),0,0.1197141243541347,0
session_2026-08-13_12-23-24.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (81.2% der Schuesse auf ein Ziel gerichtet),0,0.1044074616780218,0
session_2026-08-13_12-23-24.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (90.1% der Schuesse auf ein Ziel gerichtet),0,0.1273454249195674,0
session_2026-08-13_12-26-14.csv,Jacins-PC-6F2FC02F43,Jacin,0,,25.0,ON_TARGET_RATIO (72.3% der Schuesse auf ein Ziel gerichtet),0,0.030919046286296,0
session_2026-08-13_12-26-14.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (78.8% der Schuesse auf ein Ziel gerichtet),0,0.0073959601707286,0
session_2026-08-13_12-26-14.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (70.1% der Schuesse auf ein Ziel gerichtet),0,0.1454684708009296,0
session_2026-08-13_12-26-14.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (82.0% der Schuesse auf ein Ziel gerichtet),0,0.0560206302488327,0
session_2026-08-13_12-26-14.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (74.7% der Schuesse auf ein Ziel gerichtet),0,0.0863859014335732,0
session_2026-08-13_12-29-04.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (82.6% der Schuesse auf ein Ziel gerichtet),0,0.0694719801818782,0
session_2026-08-13_12-29-04.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (46.9% der Schuesse auf ein Ziel gerichtet),0,0.1374439771199998,0
session_2026-08-13_12-29-04.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (85.7% der Schuesse auf ein Ziel gerichtet),0,0.1981932931198002,1
session_2026-08-13_12-29-04.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (82.9% der Schuesse auf ein Ziel gerichtet),0,0.1895021581977588,1
session_2026-08-13_12-29-04.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (70.6% der Schuesse auf ein Ziel gerichtet),0,0.1682219648247449,0
session_2026-08-13_12-37-03.csv,Krystall-8CBC35F24BD,Peter,1,aimbot+wallhack+triggerbot,85.0,"ON_TARGET_RATIO (78.5% der Schuesse auf ein Ziel gerichtet); GOD_MODE (23 Kills, 0 Deaths)",1,0.6788154357605827,1
session_2026-08-13_12-37-03.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (60.2% der Schuesse auf ein Ziel gerichtet),0,0.1209100483527879,0
session_2026-08-13_12-37-03.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (85.6% der Schuesse auf ein Ziel gerichtet),0,0.0836005443147043,0
session_2026-08-13_12-37-03.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (76.7% der Schuesse auf ein Ziel gerichtet),0,0.1562467591122564,0
session_2026-08-13_12-37-03.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (56.9% der Schuesse auf ein Ziel gerichtet),0,0.1817685039580521,1
session_2026-08-13_12-41-33.csv,DESKTOP-375SOSC-ECA1,Joni,1,aimbot+triggerbot,50.0,AIM_SNAPPING (1.34% flips); ON_TARGET_RATIO (83.6% der Schuesse auf ein Ziel gerichtet),1,0.4754943846488301,1
session_2026-08-13_12-41-33.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (69.8% der Schuesse auf ein Ziel gerichtet),0,0.0421431289625339,0
session_2026-08-13_12-41-33.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (67.3% der Schuesse auf ein Ziel gerichtet),0,0.1065022719481637,0
session_2026-08-13_12-41-33.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (71.4% der Schuesse auf ein Ziel gerichtet),0,0.1217828300854483,0
session_2026-08-13_12-41-33.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (78.0% der Schuesse auf ein Ziel gerichtet),0,0.0284143261787379,0
session_2026-08-13_12-44-52.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (82.9% der Schuesse auf ein Ziel gerichtet),0,0.1479051233701408,0
session_2026-08-13_12-44-52.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (77.2% der Schuesse auf ein Ziel gerichtet),0,0.0236452648131683,0
session_2026-08-13_12-44-52.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (81.1% der Schuesse auf ein Ziel gerichtet),0,0.1187630589646891,0
session_2026-08-13_12-44-52.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (78.9% der Schuesse auf ein Ziel gerichtet),0,0.1253964853199305,0
session_2026-08-13_12-44-52.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (75.8% der Schuesse auf ein Ziel gerichtet),0,0.0537658998713718,0
session_2026-08-13_12-47-42.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (77.7% der Schuesse auf ein Ziel gerichtet),0,0.0291860553655525,0
session_2026-08-13_12-47-42.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (71.8% der Schuesse auf ein Ziel gerichtet),0,0.1237704562685348,0
session_2026-08-13_12-47-42.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (78.9% der Schuesse auf ein Ziel gerichtet),0,0.2078560798555896,1
session_2026-08-13_12-47-42.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (83.0% der Schuesse auf ein Ziel gerichtet),0,0.054628628836472,0
session_2026-08-13_12-47-42.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (68.3% der Schuesse auf ein Ziel gerichtet),0,0.0287955907347917,0
session_2026-08-13_12-51-13.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (82.6% der Schuesse auf ein Ziel gerichtet),0,0.0257004560912163,0
session_2026-08-13_12-51-13.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (74.7% der Schuesse auf ein Ziel gerichtet),0,0.0998937117015224,0
session_2026-08-13_12-51-13.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (71.8% der Schuesse auf ein Ziel gerichtet),0,0.1384045983343866,0
session_2026-08-13_12-51-13.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (81.3% der Schuesse auf ein Ziel gerichtet),0,0.0933317923538536,0
session_2026-08-13_12-51-13.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (73.3% der Schuesse auf ein Ziel gerichtet),0,0.184919953036079,1
session_2026-08-13_12-54-03.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (84.9% der Schuesse auf ein Ziel gerichtet),0,0.0126347711716539,0
session_2026-08-13_12-54-03.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (69.4% der Schuesse auf ein Ziel gerichtet),0,0.0889894579061019,0
session_2026-08-13_12-54-03.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (88.8% der Schuesse auf ein Ziel gerichtet),0,0.1487783343734274,0
session_2026-08-13_12-54-03.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (84.1% der Schuesse auf ein Ziel gerichtet),0,0.0311894678510712,0
session_2026-08-13_12-54-03.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (86.0% der Schuesse auf ein Ziel gerichtet),0,0.076692517074854,0
session_2026-08-13_12-56-54.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (74.6% der Schuesse auf ein Ziel gerichtet),0,0.1145861592966864,0
session_2026-08-13_12-56-54.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (89.8% der Schuesse auf ein Ziel gerichtet),0,0.1468763939682885,0
session_2026-08-13_12-56-54.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (67.8% der Schuesse auf ein Ziel gerichtet),0,0.0524294500831145,0
session_2026-08-13_12-56-54.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (67.8% der Schuesse auf ein Ziel gerichtet),0,0.0621716665870738,0
session_2026-08-13_12-56-54.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (77.0% der Schuesse auf ein Ziel gerichtet),0,0.0864010190045462,0
session_2026-08-13_12-59-44.csv,Phileas-PC-338CF49F4,Phileas,0,,60.0,"AIMBOT_PRECISION (5.96 deg mean error, n=91); ON_TARGET_RATIO (62.8% der Schuesse auf ein Ziel gerichtet)",1,0.0910153743328665,0
session_2026-08-13_12-59-44.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (82.2% der Schuesse auf ein Ziel gerichtet),0,0.1374950523752069,0
session_2026-08-13_12-59-44.csv,DESKTOP-375SOSC-ECA1,Joni,0,,25.0,ON_TARGET_RATIO (84.1% der Schuesse auf ein Ziel gerichtet),0,0.0908348191137404,0
session_2026-08-13_12-59-44.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (61.3% der Schuesse auf ein Ziel gerichtet),0,0.0363613721054879,0
session_2026-08-13_12-59-44.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (71.6% der Schuesse auf ein Ziel gerichtet),0,0.0464218137474634,0
session_2026-08-13_13-02-34.csv,Phileas-PC-338CF49F4,Phileas,0,,25.0,ON_TARGET_RATIO (78.6% der Schuesse auf ein Ziel gerichtet),0,0.004998576001437,0
session_2026-08-13_13-02-34.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (72.5% der Schuesse auf ein Ziel gerichtet),0,0.0342437537597121,0
session_2026-08-13_13-02-34.csv,DESKTOP-375SOSC-ECA1,Joni,0,,0.0,,0,0.0927201058530096,0
session_2026-08-13_13-02-34.csv,Krystall-8CBC35F24BD,Peter,0,,25.0,ON_TARGET_RATIO (85.4% der Schuesse auf ein Ziel gerichtet),0,0.0293293222665646,0
session_2026-08-13_13-02-34.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,25.0,ON_TARGET_RATIO (72.4% der Schuesse auf ein Ziel gerichtet),0,0.0182505510439358,0
session_2026-08-13_19-43-23.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (70.9% der Schuesse auf ein Ziel gerichtet),0,0.0267661774067335,0
session_2026-08-13_19-43-23.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (70.2% der Schuesse auf ein Ziel gerichtet),0,0.0289756218336105,0
session_2026-08-13_19-43-23.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (66.8% der Schuesse auf ein Ziel gerichtet),0,0.1133699348458228,0
session_2026-08-13_19-43-23.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (71.2% der Schuesse auf ein Ziel gerichtet),0,0.0105709310273372,0
session_2026-08-13_19-46-13.csv,MBurgerPC-C08954A945,Maxi,1,aimbot,25.0,ON_TARGET_RATIO (77.4% der Schuesse auf ein Ziel gerichtet),0,0.0174585075407904,0
session_2026-08-13_19-46-13.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (85.0% der Schuesse auf ein Ziel gerichtet),0,0.0211388794740211,0
session_2026-08-13_19-46-13.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (65.0% der Schuesse auf ein Ziel gerichtet),0,0.1360984656295009,0
session_2026-08-13_19-46-13.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (62.3% der Schuesse auf ein Ziel gerichtet),0,0.0343919052264269,0
session_2026-08-13_19-49-20.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (61.7% der Schuesse auf ein Ziel gerichtet),0,0.016358689479438,0
session_2026-08-13_19-49-20.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (84.5% der Schuesse auf ein Ziel gerichtet),0,0.0504637033314077,0
session_2026-08-13_19-49-20.csv,Stacjonarny-CA89EB15,Mateusz,1,aimbot+wallhack+triggerbot+godmode,100.0,"INSANE_RAPID_FIRE (21.7 active shots/s); AIM_SNAPPING (1.13% flips); ON_TARGET_RATIO (71.7% der Schuesse auf ein Ziel gerichtet); GOD_MODE (28 Kills, 0 Deaths)",1,0.7416808829224575,1
session_2026-08-13_19-49-20.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (50.0% der Schuesse auf ein Ziel gerichtet),0,0.2421541977038602,1
session_2026-08-13_19-52-40.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (75.9% der Schuesse auf ein Ziel gerichtet),0,0.0416595118815522,0
session_2026-08-13_19-52-40.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (75.1% der Schuesse auf ein Ziel gerichtet),0,0.0278910525876232,0
session_2026-08-13_19-52-40.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (73.6% der Schuesse auf ein Ziel gerichtet),0,0.1248741148394857,0
session_2026-08-13_19-52-40.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (64.8% der Schuesse auf ein Ziel gerichtet),0,0.0382956313846001,0
session_2026-08-13_19-55-30.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (55.4% der Schuesse auf ein Ziel gerichtet),0,0.1027917145770632,0
session_2026-08-13_19-55-30.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,,0,0.2041091490856542,1
session_2026-08-13_19-55-30.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (48.9% der Schuesse auf ein Ziel gerichtet),0,0.038188761536325,0
session_2026-08-13_19-55-30.csv,RF-MS1-1-EF024FED46C,Nikolay,1,triggerbot+godmode,25.0,ON_TARGET_RATIO (69.8% der Schuesse auf ein Ziel gerichtet),0,0.2891834828052858,1
session_2026-08-13_19-58-20.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (68.8% der Schuesse auf ein Ziel gerichtet),0,0.0954203910105626,0
session_2026-08-13_19-58-20.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (72.8% der Schuesse auf ein Ziel gerichtet),0,0.0457137432436931,0
session_2026-08-13_19-58-20.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (88.7% der Schuesse auf ein Ziel gerichtet),0,0.1208312944946055,0
session_2026-08-13_19-58-20.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (82.3% der Schuesse auf ein Ziel gerichtet),0,0.063283865611348,0
session_2026-08-13_20-01-10.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (84.5% der Schuesse auf ein Ziel gerichtet),0,0.1547461983703705,0
session_2026-08-13_20-01-10.csv,MBurgerPC-C08954A945,Maxi,1,wallhack,25.0,ON_TARGET_RATIO (74.3% der Schuesse auf ein Ziel gerichtet),0,0.005668795161275,0
session_2026-08-13_20-01-10.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (88.0% der Schuesse auf ein Ziel gerichtet),0,0.0087660925248138,0
session_2026-08-13_20-01-10.csv,Stacjonarny-CA89EB15,Mateusz,0,,60.0,"AIMBOT_PRECISION (4.94 deg mean error, n=224); ON_TARGET_RATIO (79.7% der Schuesse auf ein Ziel gerichtet)",1,0.0787034696284385,0
session_2026-08-13_20-04-00.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (70.7% der Schuesse auf ein Ziel gerichtet),0,0.0289353385147568,0
session_2026-08-13_20-04-00.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (77.6% der Schuesse auf ein Ziel gerichtet),0,0.1246200692203763,0
session_2026-08-13_20-04-00.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (81.9% der Schuesse auf ein Ziel gerichtet),0,0.06796647901055,0
session_2026-08-13_20-04-00.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (73.9% der Schuesse auf ein Ziel gerichtet),0,0.078356182178034,0
session_2026-08-13_20-06-50.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (85.4% der Schuesse auf ein Ziel gerichtet),0,0.0726989437475846,0
session_2026-08-13_20-06-50.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (75.1% der Schuesse auf ein Ziel gerichtet),0,0.0387127840943756,0
session_2026-08-13_20-06-50.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (78.1% der Schuesse auf ein Ziel gerichtet),0,0.0377126873089075,0
session_2026-08-13_20-06-50.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (73.9% der Schuesse auf ein Ziel gerichtet),0,0.0664466412000599,0
session_2026-08-13_20-10-52.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (61.1% der Schuesse auf ein Ziel gerichtet),0,0.0474831504703243,0
session_2026-08-13_20-10-52.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (73.4% der Schuesse auf ein Ziel gerichtet),0,0.0272408136827213,0
session_2026-08-13_20-10-52.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (72.6% der Schuesse auf ein Ziel gerichtet),0,0.0996745507723266,0
session_2026-08-13_20-10-52.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (50.0% der Schuesse auf ein Ziel gerichtet),0,0.0614289168137288,0
session_2026-08-13_20-13-42.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,25.0,ON_TARGET_RATIO (62.5% der Schuesse auf ein Ziel gerichtet),0,0.073913986649783,0
session_2026-08-13_20-13-42.csv,Phileas-PC-167800BF4,Phileas,1,wallhack,60.0,"AIMBOT_PRECISION (4.87 deg mean error, n=167); ON_TARGET_RATIO (78.8% der Schuesse auf ein Ziel gerichtet)",1,0.0962989609955493,0
session_2026-08-13_20-13-42.csv,Stacjonarny-CA89EB15,Mateusz,0,,25.0,ON_TARGET_RATIO (84.8% der Schuesse auf ein Ziel gerichtet),0,0.0976474932879234,0
session_2026-08-13_20-13-42.csv,MBurgerPC-C08954A945,Maxi,0,,25.0,ON_TARGET_RATIO (84.9% der Schuesse auf ein Ziel gerichtet),0,0.188225785597163,1
session_2026-08-13_20-16-32.csv,Phileas-PC-167800BF4,Phileas,0,,25.0,ON_TARGET_RATIO (77.1% der Schuesse auf ein Ziel gerichtet),0,0.022085271530879,0
